catalog,model,generated_title,llm_says,llm_pick,cand_1,cand_2,cand_3,cand_4,cand_5,cand_6,cand_7,cand_8,same_item,human_in,llm_dep,llm_in,llm8_in,tset_in,tsort_in,surf_in,cand_1_id,cand_2_id,cand_3_id,cand_4_id,cand_5_id,cand_6_id,cand_7_id,cand_8_id
amazon,gpt-oss,WWE Elite Collection 6‑Inch The Undertaker Action Figure,OUT,,"WWE Undertaker Top Picks Elite Collection Action Figure with Boneyard Match Accessories, 6-inch Posable Collectible Gift for WWE Fans Ages 8 Years Old & Up",WWE Undertaker Elite Collection Action Figure,WWE WrestleMania Undertaker Elite Collection Action Figure,"WWE MATTEL Undertaker Elite Collection Action Figure, 6-in/15.24-cm Posable Collectible Gift for WWE MATTEL Fans Ages 8 Years Old & Up",WWE Elite Collection Series #23 Undertaker Action Figure,Mattel WWE Wrestling Elite Exclusive 20-0 Action Figure Undertaker,WWE Elite Lost Legends Undertaker Figure,WWE MATTEL Elite Wrestlemania 31 Undertaker Figure,4,True,True,False,False,True,False,False,B09CFYCYCQ,B0777MV6FK,B07F6WYTFR,B08VNPCSGL,B00EZ9ZDYU,B009TB51BO,B01CTZZIUA,B00RX9R7IE
yelp,mistral,Sushi Pier 2,OUT,,,,,,,,,,2,True,False,False,False,True,True,False,VKgK7Z0WR9YIxtAAC63eUA,vHr8qhM4CXYB3Ol_9yS6QQ,VhBW615VRkiQLP03oAZ59Q,hujxUyxa9vXRjJdY18LyWw,u9IX2rrzt9XH6aUc2EG47A,u9IX2rrzt9XH6aUc2EG47A,QL_tlU972qYO40Sb-ORACA,qkxVnEA80Qppl2IJFknf1Q
yelp,claude,Panda Express,IN,,,,,,,,,,1,True,True,True,True,True,True,True,O7d0FWUZ6cCFtQe61fzDzQ,O7d0FWUZ6cCFtQe61fzDzQ,O7d0FWUZ6cCFtQe61fzDzQ,O7d0FWUZ6cCFtQe61fzDzQ,O7d0FWUZ6cCFtQe61fzDzQ,O7d0FWUZ6cCFtQe61fzDzQ,O7d0FWUZ6cCFtQe61fzDzQ,O7d0FWUZ6cCFtQe61fzDzQ
amazon,llama,"NECA Alien vs Predator 7"" Action Figure",OUT,,NECA Alien vs Predator (Arcade Appearance) - 7” Scale Action Figures - Dutch & Linn 2-Pack,Alien VS. Predator NECA Exclusive Action Figure 2 Pack Alien Vs. Predator,"NECA - Alien vs Predator (Arcade Appearance) - 7"" Scale Action Figure - Warrior Predator","NECA - Alien vs Predator (Arcade Appearance) - 7"" Scale Action Figure - Hunter Predator",NECA Alien VS. Predator: Requiem Action Figure Series 1 Predalien (Alien Hybrid),"NECA - Alien vs Predator (Arcade Appearance) - 7"" Scale Action Figure - Mad Predator",NECA Alien VS. Predator: Requiem Action Figure Series 3 Stealth Predator,NECA Alien vs. Predator AVP Cloaked Scar Predator SDCC Exclusive 2016,0,False,False,False,False,True,False,False,B07H8KH2XY,B004GPDCH8,B07MJ7RX8J,B07MFZNCR4,B0010YOY5C,B07MS7WQ4Z,B001CDZMA2,B07KX83DGD
movielens,llama,Born on the Fourth of July,IN,,,,,,,,,,1,True,True,True,True,True,True,True,4008,163412,169280,167,27178,31347,59922,110611
amazon,llama,Ken Doll Clothes and Accessories,OUT,,"BARWA 3pc Ken Doll Clothes Black Tuxedo Suit with Tie White Shirt, Pants and Jacket for 12 inch Ken Doll","Barbie Clothes: 1 Outfit for Ken Doll Includes Striped Shirt, Denim Shorts and Shoes, Gift for 3 to 8 Year Olds ​, GHX46","Barbie Clothes -- Career Outfits for Ken Doll, Musician Look with Saxophone, Multi","Barbie Clothes - Career Outfits for Ken Doll, Science Teacher Look with Textbook, Gift for 3 to 8 Year Olds​",Babeilei 5 Sets of 11.5 Inch Boy Doll Clothes Fashionista Ken Doll Outfits 11.5 Inch Ken Clothes Ken Doll Clothing for 12 Inch Boy Dolls,"BM Closet Wardrobe 44 Pcs Doll Clothes Sets for Girl Dolls Ken Doll Clothes Outfit and Dress, Shoes, Bags, Necklace, Hangers, Trunk 11.5 inch Doll","Babeilei 11.5 Inch Ken Doll Clothes and Accessories Doll Outfit for 12 Inch Ken Boy Doll,Including 1 Suit,1 Shirt, Random 4 Tops,Random 4 Pants,1 Pair of Glasses,2 Pairs of Shoes and 1 Computer",zfinding Doll Clothes: 1 Outfit T-Shirt and Jeans Fits Ken Dolls,0,False,False,False,False,True,False,False,B081QHDJ7W,B07Z5Q4RMK,B082N7RBD3,B082N7KDJV,B09KPJMMF6,B07WQSSWDM,B0BGLSVRVH,B008G0Z772
yelp,gpt-oss,Panera Bread,IN,,,,,,,,,,1,True,True,True,True,True,True,True,tP8wd-9CrI_RkHK424oifQ,tP8wd-9CrI_RkHK424oifQ,tP8wd-9CrI_RkHK424oifQ,tP8wd-9CrI_RkHK424oifQ,tP8wd-9CrI_RkHK424oifQ,tP8wd-9CrI_RkHK424oifQ,tP8wd-9CrI_RkHK424oifQ,tP8wd-9CrI_RkHK424oifQ
amazon,llama,"National Geographic Kids Microscope Set - 20 Pieces, Includes Prepared Slides, Learning Guide and More",IN,National Geographic 48 Piece Microscope Set,"National Geographic Dual LED Student Microscope – 50+ Pc Science Kit Includes Set of 10 Prepared Biological & 10 Blank Slides, Lab Shrimp Experiment, 10X-25X Optical Glass Lenses & More! (Brown)","NATIONAL GEOGRAPHIC Dual LED Student Microscope. 50+ Pc Science Kit Includes Set of 10 Prepared Biological & 10 Blank Slides, Lab Shrimp Experiment, 10X-25X Optical Glass Lenses (Green)","NATIONAL GEOGRAPHIC Microscope for Kids - Science Kit with an Easy-to-Use Kids Microscope, Up to 400x Zoom, Blank and Prepared Slides, Rock & Mineral Specimens, STEM Project Toy (Amazon Exclusive)","NATIONAL GEOGRAPHIC Dual LED Kids Microscope - 50+ pc Science Kit with 10 Prepared Slides & 10 DIY Blank Slides, Biology Experiment Activity, Microscope Kit for Kids 8-12 (Amazon Exclusive)","NATIONAL GEOGRAPHIC World's Greatest Putty - Assortment of 6 Putty Varieties for Kids, Including Color-Changing Putty, Blue Metallic Putty, and More, Includes 6 Putty Tins and Learning Guide","NATIONAL GEOGRAPHIC Crystal Growing Garden – Grow Two Crystal Trees in Just 6 Hours with This Crystal Growing Kit for Kids, Includes Geode, Learning Guide, and More, Great Gift for Boys and Girls","My First Lab’s MFL-20 Mini Microscope for Kids 5-7 - Entry Level STEM Microscope Kit with Child’s Microscope, Microscope Slides, Guide and More","Educational Insights GeoSafari MicroPro 95-Piece Microscope Set, Prepared Slides, Instruction and Activity Guide, Ages 8 and up",0,False,False,True,False,False,False,False,B076M7J7B1,B076M5NMXJ,B0BHGM74ZH,B01ICAU41E,B083ZL8STD,B07ZHNM445,B09KF3147B,B0001FPRC0
yelp,claude,Surrey's Cafe & Juice Bar,IN,,,,,,,,,,1,True,True,True,True,True,True,True,vN6v8m4DO45Z4pp8yxxF_w,prz_Ov1h0LoA9M7bjhU6tw,HeskgQlfoaYAnBdzJxdvdg,CVmzqrekI1iYHio8pTyTpA,Fk1xpM7fjqEJ4paqk5ZFSg,1E9o1SNo7UTf1XHTFPv1_Q,1o_M5JdOkJJFNj1rIDIlng,a0X8BAm9-HhecZBoTElF0A
yelp,claude,Carmine's Restaurant,OUT,,,,,,,,,,5,True,True,False,False,True,False,False,1P_mGUY1PyPq7_ZabrzpBw,aw5GN4yk6r0r9e_5TdiLFQ,asROOSWyC1pfyjbbIudXLA,B38roeJNw6xOLQhAadQTaQ,uZsStnH9w2xY15og9VsQZA,BHrKTazoosZdYUm2brFVaA,xscLgjsXy6ufgVF1zWfBxA,4tROg_S6JJoXY0g24_pjNA
yelp,claude,First Watch,IN,,,,,,,,,,1,True,True,True,True,True,True,True,1iUzYwhTMeNf6EkLpVNcVw,1iUzYwhTMeNf6EkLpVNcVw,1iUzYwhTMeNf6EkLpVNcVw,1iUzYwhTMeNf6EkLpVNcVw,1iUzYwhTMeNf6EkLpVNcVw,1iUzYwhTMeNf6EkLpVNcVw,1iUzYwhTMeNf6EkLpVNcVw,1iUzYwhTMeNf6EkLpVNcVw
amazon,mistral,Buffalo Games - Thomas Kinkade: A Peaceful Retreat - 1000 Piece Jigsaw Puzzle,IN,"Thomas Kinkade Paintor Of LIght ""A Peaceful Retreat"" 1000 PIece Puzzle","Thomas Kinkade Paintor Of LIght ""A Peaceful Retreat"" 1000 PIece Puzzle",A Peaceful Retreat 1000 pc Thomas Kincade Painter of Light- Sweetheart Cottage II,Ceaco - Thomas Kinkade - Peaceful Valley Vineyard - 1000 Piece Jigsaw Puzzle,Ceaco Thomas Kinkade - Peaceful Moments Puzzle (1000 Piece),Ceaco Thomas Kinkade Jigsaw Puzzle - Mountain Retreat - 1000pcs - #3310-79,"Thomas Kinkade, Painter of Light Mountain Retreat 1,000 Piece Jigsaw Puzzle",Ceaco - Thomas Kinkade - Red Barn Retreat - 1000 Piece Jigsaw Puzzle,Ceaco - Thomas Kinkade - Sweetheart Retreat - 1000 Piece Jigsaw Puzzle,1,True,True,True,True,False,False,False,B0025YRKQQ,B07NV4373N,B09PX3K289,B019G1RE9S,B001C6XO0E,B003BW1HAG,B0026RI9JE,B003E37J72
yelp,llama,Chili's Grill & Bar,IN,,,,,,,,,,8,True,True,True,True,True,True,True,Fx-aeVOMJ8K2fgPtRyGkSg,Fx-aeVOMJ8K2fgPtRyGkSg,JGtuPn1SSveEvWDcXn8sDA,Fx-aeVOMJ8K2fgPtRyGkSg,Fx-aeVOMJ8K2fgPtRyGkSg,Fx-aeVOMJ8K2fgPtRyGkSg,Fx-aeVOMJ8K2fgPtRyGkSg,5tA64kGSrJIhRc6Ek5NeLg
amazon,llama,Codenames Board Game,IN,CGE Czech Games Edition Codenames Boardgame,"CODENAMES: Board Game , Based on Harry Potter Films , Officially Licensed Merchandise",CGE Czech Games Edition Codenames Boardgame,CodeNames Game _ Bonus 2 Gold metallic cloth drawstring pouches,USAopoly Marvel Codenames | Based On The Hit Social Word Game Codenames | Relive Memorable Moments From The Marvel Comic Universe | Fun Board Game For The Whole Family,CGE Czech Games Edition Codenames XXL,Goodsite brands Codenames with Codenames Duet by Czech Games | Includes Convenient Drawstring Storage Pouch with Game Players Logo Printed,CGE Czech Games Edition Codenames Boardgame,CGE Czech Games Edition Codenames: Pictures Party Board Game,2,True,True,True,True,True,False,False,B07CJSWQBN,B07DM4XTG8,B017Z31O1S,B06Y3R9XMJ,B09W57NJJ1,B07KYWQ3S2,B07DM4XTG8,B09V32DQPD
yelp,llama,The Fish Market,OUT,,,,,,,,,,0,False,False,False,False,False,False,False,09yzPKqhvm_kJo6S5vsS3w,cMrmgiKUmJ_7g4fxFmUygA,YuIpYKTjj2HRcsdMX7QCww,IR46YDkF358WDZuqZ4M2mQ,ImhksfH_GByuzCJScbZPzA,C4MLjlGyYJefls44TjB0aw,acT5Sg26TJrs7E0yvORY-w,sor6oj-nuslOcSx7di4urA
yelp,gpt-oss,Ramen Republic,OUT,,,,,,,,,,0,False,False,False,False,False,False,False,Y_XyeCu8AkZyhcF0q5n8Dg,HLNtxaFvvHFx9whiptQzOg,VRGYwKE_Z77frm5NwLvJhw,K8cQFZVJFs97xok8hjrDyA,VoT5fX-M2ssjzpzq8pc7Fw,QktYpHYLMm_HEUvcNNE6Fw,w9MojhsClMHHKK5pa8gcBw,VoT5fX-M2ssjzpzq8pc7Fw
amazon,mistral,Crayola Inspiration Art Case Coloring Set (64-Count),IN,"Crayola Inspiration Art Case, Art Set, Gifts for Kids, Age 4, 5, 6, 7 (Styles May Vary), includes 64 Crayons, 20 Short Colored Pencils, 40 Washable Markers and 15 Paper Sheets","Crayola Inspiration Art Case Coloring Set - Pink (140 Count), Valentines Day Gifts for Kids [Amazon Exclusive] & Construction Paper, 240 Count, Bulk School Supplies For Kids, 2-Pack School Paper","Crayola Inspiration Art Case, Art Set, Gifts for Kids, Age 4, 5, 6, 7 (Styles May Vary), includes 64 Crayons, 20 Short Colored Pencils, 40 Washable Markers and 15 Paper Sheets","Crayola Silly Scents Mini Inspiration Art Case Coloring Set, Gift for Kids Ages 3, 4, 5, 6","Crayola Mickey Inspiration Art Case, Gift for Kids, Age 5, 6, 7, 8","Crayola Disney Pixar Incredible 2 Inspiration Art Case, 125 Pieces Art Gift for Kids 5 & Up","Crayola Silly Scents Inspiration Art Case, 80+ Art Supplies, Gifts for Kids, Ages 5, 6, 7, 8 [Amazon Exclusive]",Crayola Inspiration Case - Trolls Art Case,Crayola Inspiration Art Case - Minions,2,True,True,True,True,True,False,False,B09PVDQL5F,B07R7WSPGF,B09PGZ9DV6,B07DHHGZ7P,B07B96FQRL,B0C8WGG2SP,B07LGDFBXG,B00U0ZNMFK
yelp,gpt-oss,VCA Animal Hospital,OUT,,,,,,,,,,1,True,False,False,False,True,False,False,bLjFXzhUH5xogVvYw4dDzg,8pLHRpAe6YPL0FVOKkyVKw,eRtrcUyflgHRyrP1-yPMsg,rjeH0b1F7qj2gxxOO8vzYA,rtqkGaSri0Td8VzCsBk6Aw,GXyqL_vPM3pNeFU2etrZAw,gqwJxrdXimdw5LuXwEYjfQ,JlKFtRKMFhHs77p_1CAdGA
yelp,gpt-oss,Aqua Fresh Nail Spa,OUT,,,,,,,,,,0,False,False,False,True,False,False,False,bR9OAvboM9GQLS8FVyHbEQ,bR9OAvboM9GQLS8FVyHbEQ,fn_VkMsFVyLLx7ishLm1vQ,MB5GVe25WLXnqWSj1yNbRw,aNyYULwHrZDmWsn9zyb_NQ,kG4XZT8mm8Ws1FDw0nzVnQ,L31zFOiZys2x8Pp8jZGgpA,BAl60sCeOWdU3I2OpurRTQ
movielens,gpt-oss,The Green Mile,IN,,,,,,,,,,1,True,True,True,True,True,True,True,3147,4626,5625,5810,80661,85883,109613,116883
yelp,gpt-oss,Baked & Wired,OUT,,,,,,,,,,0,False,False,False,False,False,False,False,AQfAhiVYzRDH9h0t1TiIIA,ts9AK83XM3506jXA8xd2Tg,owjryf1VM333UrGOnHzqDQ,8ohbOM0ulHhPuNAbtTMvbQ,qqpMcKlimSqNSJghEDMPbQ,89VqFJf3COkgb6dL2AqXhg,89VqFJf3COkgb6dL2AqXhg,kyt8ljz0s1B_g34fd7vkVw
amazon,gpt-oss,Metal Polyhedral RPG Dice Set – 7-Piece Titanium Finish,OUT,,"DND Metal Dice Set | 8 High Definiton, Polyhedral Dice for RPG, Dungeons & Dragons | by Hexblade Gaming | Inc. 2 x D20, Metal Presentation Box | Burnished Pewter Finish with Emerald Numbers","Bescon Heavy Duty Solid Metal Dice Set Nickle Finish, Metallic Polyhedral D&D RPG Game Dice 7pcs Set","DND Metal Dice Set | 8 High Definiton, Polyhedral Dice for RPG, Dungeons & Dragons | by Hexblade Gaming | Inc. 2 x D20, Metal Presentation Box | Black Nickel Finish with Electric Blue Numbers","Bescon 10pcs Set Ancient Brass Solid Metal Polyhedral D&D Dice Set, Old Finish Bronze Metal RPG Role Playing Game Dice 7+3 Extra D6s'",LDC Skull Splitter Dice Butchers Bill (Metal Finish with Red Numbers)- Warlock Tome- Solid Metal Polyhedral Role Playing Game (RPG) Dice Set (7 Die in Pack) with Box,"Hunger of The Ancients Industrial Gunmetal Finish and Gold Numbers, Solid Metal RPG Polyhedral Dice 6 Sided (D6) Set of 4 by SkullSplitter Dice",SkullSplitter Dice ICY Doom Revenge (Shiny Black Finish and Blue Numbers)- Solid Metal RPG Polyhedral Dice Six Sided (D6) - Set of 4,"Premium Metal Polyhedral Dice Set, 7 + 3 Extra d6's = 10 Piece Dice Set, Brushed Silver Finish, Leatherette Display Case & Velvet Carry Bag. Great for RPG, D&D. Heavy in Your Hand, & Made to Last!",0,False,False,False,True,True,False,False,B08B1SDBTW,B07DNG3JY1,B08769RC1Y,B07DNFKZM8,B01M0BTT5F,B07CT1NJ23,B07CSX4QXM,B072BM1HKG
yelp,claude,Nashville Predators (Bridgestone Arena),OUT,,,,,,,,,,2,True,True,False,True,True,False,False,KC4Eo1S3AMA2qk8ULiLEkg,aqRLCv47YXG1qdgkHXTFdQ,IFDS30i3hmYSmrpP2-silg,W88TGPXccCsYPiLSTDjrLQ,D_jS6w2j1mFzb2KoYncCaA,-ENIvUeumwfMA-c10TYm0w,94wOUxMY85hQHKbcf4Obmg,iVo3rDG0Fsr8QzZid2u8Zg
movielens,mistral,The Witch (2015),IN,,,,,,,,,,0,True,False,True,True,True,False,False,1009,1984,2091,2710,3973,6276,7282,31349
amazon,gpt-oss,"Large Bubble Machine with Remote Control – 30,000 Bubbles per Minute, Indoor/Outdoor",OUT,,"Bubble Machine with 3 Led Lights Remote Control, 8000+ Bubbles Per Minute for Kids Birthday Party Indoor Outdoor, Led Screen Operation, Adjustable Speed, Powered by Plug-in or Battery (Not Included)",Batteries Bubble Machine: Automatic Bubble Blower Type-C Operated with 1000+ Bubbles Per Minute-Theefun Professional Electronics Wireless Remote Control Bubble Maker for Toddlers Indoor & Outdoor Use,"Bazooka Bubble Gun, Upgraded 132 Hole Bubble Machine Gun with Lights 10000+ Bubbles Per Minute, Additional 30 Bubble Refill Solution, Bazooka Bubble Gun for Outdoor Indoor Birthday Wedding Party","Bubble Machine, Dinosaur Bubble Blower, 2000+ Bubbles Per Minute, Automatic Bubble Toys for Kids Toddler with 4 Bottles of Bubble Solution, Dinosaur Toys Summer Toys for Parties Outdoor Indoor","Bubble Machine Durable Automatic Bubble Blower, 10000+ Bubbles Per Minute Bubbles for Kids Toddlers Bubble Maker Operated by Plugin or Batteries Bubble Toys for Indoor Outdoor Birthday Party","Bubble Machine, Toucan Bubble Maker with Recording Mode, Bubble Blower 1500+ Bubbles Per Minute Including Bubble Liquid for Outdoor Indoor Christmas Birthday Gifts Toddler Boys Girls","Bubble Machine,20000+ Bubbles Per Minute Bubble Machine for Kids and Toddlers,550ML Large Capacity Bubble Blower,Bubble Maker Machine for Parties Wedding Birthday-Indoor & Outdoor","SHCKE Automatic Bubble Machine Upgrade Bubble Blower with 2 Fans, 20000+ Bubbles Per Minute Bubbles for Kids Portable Bubble Maker Operated by Plugin or Batteries for Indoor Outdoor Birthday Party",0,False,False,False,False,True,False,False,B07JB5R636,B0B3JMHZTR,B0BXC3PQXG,B08DG2YGRH,B085C2J3C5,B094V9QMPP,B0C499727M,B0BZKRZ7ZN
yelp,claude,Parc,IN,,,,,,,,,,1,True,True,True,True,True,True,True,z1b63ZH1l-ETkqqnJctAsw,1a4TgQUd6F6FZp5D5my29A,z1b63ZH1l-ETkqqnJctAsw,B6fYiy09DJ_g_nRLTY-kFw,LQJNS9IiKENZnz-NPYTH5w,qVeRyVCmhUKx36PcY7IEkw,poX1N7EyLadmhi9UwXQfUg,YGp6vEXRRm3DE5GDQJ-WeQ
amazon,claude,"Kinetic Sand, 6lbs Beach Sand for Kids, All-Natural Sensory Toy",OUT,,"Kinetic Sand, 6Lbs Bucket with 3 Colors of All-Natural and 3 Tools, Play Sand Sensory Toys for Kids Ages 3 and Up","Kinetic Sand, Beach Day Fun Playset with Castle Molds, Tools and 12 oz. of All-Natural Kinetic Beach Sand, Play Sand Sensory Toys for Kids Ages 3 and up","Kinetic Sand, 1kg (2.2lb) of All-Natural Brown Sensory Toys Play Sand for Mixing, Molding and Creating","Kinetic Sand, Twinkly Teal 2lb Bag of All-Natural Shimmering Play Sand for Squishing, Mixing and Molding, Sensory Toys for Kids Ages 3 and up","Kinetic Sand Scents, Ice Cream Treats Playset with 3 Colors of All-Natural Scented Play Sand and 6 Serving Tools, Sensory Toys for Kids Ages 3 and up","Kinetic Sand, Sandbox Set Kids Toy with 1lb All-Natural Green and 3 Molds, Sensory Toys for Kids Ages 3 and up","Kinetic Sand Kalm, Zen Garden Box Fidget Toy with All-Natural Kinetic Sand and 3 Tools for Relaxing Play, Sensory Toys, Sand Toys for Adults and Kids","Kinetic Sand, Folding Sand Box with 2lbs of All-Natural, 7 Molds and Tools, Play Sand Sensory Toys for Kids Ages 3 and Up",1,True,False,False,False,True,False,False,B0886RL2F7,B09PBM7RJD,B0BCH5Y92W,B0BVLR3TH6,B08FCRF2Q3,B07DQ6HFX4,B09CVNY1F7,B0BJ836F1X
movielens,mistral,The Green Mile,IN,,,,,,,,,,1,True,True,True,True,True,True,True,3147,4626,5625,5810,80661,85883,109613,116883
amazon,llama,LEGO Creator Expert Carousel,IN,LEGO Creator Expert Carousel 10257 Building Kit (2670 Pieces),LEGO Creator Expert Carousel 10257 Building Kit (2670 Pieces) (Discontinued by Manufacturer),LEGO Creator Expert Carousel 10257 Building Kit (2670 Pieces),LIGHTAILING Light Set for (Creator Expert Carousel) Building Blocks Model - Led Light kit Compatible with Lego 10257(NOT Included The Model),LEGO Creator 3in1 Fairground Carousel 31095 Building Kit (595 Pieces),GEAMENT LED Lighting Kit for Creator Expert Volkswagens T1 Camper Van - Compatible with VW Bus 10220 Lego Model (Lego Set Not Included),LEGO Creator Expert Ferrari F40 10248 Construction Set,LIGHTAILING Light Set for (Creator Expert Fiat 500) Building Blocks Model - Led Light kit Compatible with Lego 10271(NOT Included The Model),LMTIC Led Lighting Kit for Lego Titanic 10294 Building Kit Light Kit for Lego Titanic Building Set 10294 Creator Expert Light Set Compatible with Lego 10294(NOT Included The Lego Sets),1,True,True,True,True,True,False,False,B072MHYHXJ,B071NT3DST,B07QPXKHRL,B08X2PZHYV,B084TC5LJ3,B015FIY3NG,B08887TZZ8,B09MH6HFM4
amazon,gpt-oss,Boros Charm - Gatecrash - Foil,OUT,,Magic The Gathering - Boros Charm (148) - Gatecrash,Magic The Gathering - Boros Guildgate (239) - Gatecrash,Magic the Gathering (MTG) Gatecrash Intro Pack: Boros Battalion (Includes 2 Booster Packs),Magic The Gathering: GateCrash Event Deck - Rally and Rout (Boros),Magic The Gathering - Boros Elite (7) - Gatecrash,Magic The Gathering - Boros Reckoner (215) - Gatecrash,Boros Legion - Gatecrash Guild Box - Magic the Gathering - Sealed,Magic The Gathering - Boros Charm (179/356) - Commander 2013,1,True,False,False,True,False,False,False,B00B00YCJY,B00B00XOU2,B00B1EQ6JI,B00BI3G7OQ,B00B00Y1A4,B00B3Z4U5W,B00BDA01UA,B00G6U051W
yelp,claude,Bogart's Smokehouse,IN,,,,,,,,,,1,True,True,True,True,True,True,True,NHb6QTrJOnyIj-Zd0fYzFg,HFq60sdhRCUcauMDVy3Zdg,HFq60sdhRCUcauMDVy3Zdg,MVmJuns9ZD9QLGltc0Am8g,i-tDq8zC7ZmSqSbg_7oddA,SPfdgCODDJE1zTj5fACOGw,OAHRMd971k-yDQwRxzgc2g,qz8ANVVHdgsyxAfktFabIQ
yelp,gpt-oss,Ybor City Pizza Co.,OUT,,,,,,,,,,0,False,False,False,False,True,False,False,G-F_d3Lchz_XKObaGddI4A,h8iDZcXLDicI_Wg8fwl-ig,A9XGPIn4ZSGVeB2AGoF2aw,ZiQiMlvgk19GrEEkN9kyRA,ZsKdeBkVM4I_GbXlXo8IKQ,iziD-_9RGpU1CHNPvGHGiw,Xy4IjfyEwI_FA1UBpAHIEA,mXuLwv5t_guFcK5oGkN0Ew
movielens,llama,The Bourne Identity,IN,,,,,,,,,,1,True,True,True,True,True,True,True,5418,8665,54286,91535,160438,196443,6323,100390
movielens,claude,The Lobster (2015),IN,,,,,,,,,,1,True,True,True,True,True,True,True,133771,154132,176841,77364,66579,142754,68899,142156
yelp,claude,Five Daughters Bakery,IN,,,,,,,,,,1,True,True,True,True,True,True,True,lo8e7k7cL8cyPBJjagp-9Q,lo8e7k7cL8cyPBJjagp-9Q,9ocQBw69M6V3N9LUafw2dg,ei7oceWOL-u1hXsraus7ng,0OzT6ZgrYZNP95LMbbt2BQ,IDjYyBrPW5C2CT9mXsyuBA,XuYk49u-CBlB1wMNOPeL1A,IbfjmW7svGRQs7zIBwx-EA
yelp,llama,The Good You,OUT,,,,,,,,,,0,False,False,False,False,False,False,False,2TLNzc2WVzJMa-IRTYMINQ,3VKE0_-KhU_qMYHxcyVcDg,rqEvag7zZ5V9rzRqTLPbQw,USiqD9nNQNtmRu-uu3UyOQ,N-ej51lLtIl4TMC-Qb3k4A,S8mJIv2aR_E0NMiWjKsgVA,H_oc8E8EDKYaBM21pPHkyQ,8zWNYWPw01YFFe-2K7BFMA
movielens,claude,"Breakfast Club, The (1985)",IN,,,,,,,,,,1,True,True,True,True,True,True,True,1968,902,2507,38849,40955,54248,57509,69495
movielens,claude,Heavenly Creatures (1994),IN,,,,,,,,,,1,True,True,True,True,True,True,True,247,787,5215,25892,59667,128251,128622,141966
yelp,claude,Clearwater Beach,IN,,,,,,,,,,0,True,False,True,True,True,False,False,TghRoAMx43V-9l7mH-SENg,qYvz1pZM_eDLJ_H2Obehyw,_ouzokto3qEMm1Xa3W1drw,0qv2HW9RB4iPTGkPHkg42g,PTXmXCDOP12MlcQoK8k_uQ,piTVWY1pCFrUOKDdFts1TA,KgT-7ufhMfSgboGenmIGBA,FF3KNSYy77ar0wOM6bjjRA
amazon,gpt-oss,L.O.L. Surprise! O.M.G. Series 2 Doll,OUT,,L.O.L. Surprise! O.M.G. Series 3 Da Boss Fashion Doll with 20 Surprises,"L.O.L. Surprise! O.M.G. Dress-Up Studio by Horizon Group USA, Double Feature Series, Dress-Up 4 O.M.G. Chipboard Dolls with Fabric & Repositionable Stickers, Includes Runway Play Scene & 5 Surprises","L.O.L. Surprise! O.M.G. Busy B.B. Fashion Doll with 20 Surprises,Multicolor",L.O.L. Surprise! O.M.G. Winter Chill Big Wig Fashion Doll & Madame Queen Doll with 25 Surprises,"L.O.L. Surprise! O.M.G. Double Feature Ultimate Jewelry Studio, Over 2500 Beads, Create 50+ Pieces of Jewelry Doll Charms, Alphabet Beads & Stickers, Bead Kit for Kids Ages 6, 7, 8, 9",L.O.L. Surprise! O.M.G. Winter Disco Cosmic Nova Fashion Doll & Sister,L.O.L. Surprise! O.M.G. Western Cutie Fashion Doll with Multiple Surprises and Fabulous Accessories – Great Gift for Kids Ages 4+,L.O.L. Surprise! O.M.G. Cosmic Nova Fashion Doll with Multiple Surprises and Fabulous Accessories – Great Gift for Kids Ages 4+,0,False,False,False,False,True,False,False,B085B23C3V,B0C38425DV,B07XSPRV45,B0BG2Y55G5,B09LT4F84C,B07XRS189Y,B0B999KLFX,B0C5LZ6ZJ8
amazon,llama,K'NEX Thrills Roller Coaster Building Set,OUT,,K'NEX Thrill Rides - Tabletop Thrills Shark Attack Roller Coaster Building Set - Ages 7+,K'NEX Speed Demon Roller Coaster,K'NEX 52478 Sky Sprinter Roller Coaster Building Set Building Kit,K'NEX Thrill Rides-Kraken's Revenge Roller Coaster Building Set-Ages 9+ -Engineering Education Toy (Amazon Exclusive) (17616),K'NEX Education - Roller Coaster Physics Set,K'NEX Thrill Rides – Electric Inferno Roller Coaster Building Set – 639 Pieces – For Ages 9+ Engineering Education Toy,K'NEX Thrill Rides – Bionic Blast Roller Coaster Building Set with Ride It! App – 809Piece – Ages 9+ Building Set,K'NEX Education ‒ STEM Explorations: Roller Coaster Building Set – 546 Pieces – Ages 8+ Construction Education Toy,0,False,False,False,False,True,False,False,B07PNJY28K,B0048VIJ9Q,B00V5YA68Q,B076CBKPXT,B000O94QV6,B01B55BZCA,B079PKTJYZ,B09BQW772T
