catalog,model,generated_title,confidence,surface_score,llm_in_catalog,llm_match_title,llm_match_id,llm_match_quartile
amazon,gpt-oss,DJI Mini 3 Pro Extra Battery & Charging Hub Bundle,76.0,73.17073170731707,True,"2 Pack Mini 3 Pro Batteries Bundle with Charging Hub, Original DJI Parts for Mini 3 Pro",B0B4KRW2SF,Q3
amazon,claude,Pokemon Scarlet & Violet Booster Bundle,73.0,94.87179487179486,True,Pokemon TCG: Scarlet & Violet Booster Bundle,B0BSNXDF4Y,Q1
amazon,claude,ALEX Toys Artist Studio Super Art Supply Tote,70.0,72.28915662650603,False,,,
amazon,gpt-oss,Disney Frozen 2 Arendelle Castle Playset,73.0,98.76543209876544,True,Disney Arendelle Castle Play Set – Frozen 2,B07Z459848,Q1
amazon,llama,LEGO DUPLO Large Building Brick Set,79.0,75.9493670886076,True,LEGO DUPLO Brick Set,B002OSWHHA,Q3
amazon,mistral,Marvel Avengers Hero Inventor Kit - Build & Customize Electronic Superhero Gear,82.0,84.76821192052981,True,Avengers Hero Inventor Kit - Kids 8+ Build & Customize Electronic Super Hero Gear,B07BDZZRR3,Q1
amazon,gpt-oss,LEGO Technic 4x4 Off-Road Vehicle Building Kit,88.0,82.0,True,LEGO Technic 4x4 X treme Off Roader 42099 Building Kit (958 Pieces),B07NRT9GYG,Q1
amazon,mistral,Funko POP! DC Heroes: Batgirl (Metallic Chase),95.0,81.31868131868131,False,,,
amazon,gpt-oss,Pokémon Interactive Battle Figure Set,88.0,67.6923076923077,False,,,
amazon,claude,National Geographic Break Open 10 Premium Geodes,65.0,84.5360824742268,False,,,
amazon,llama,T.I.M.E. Stories,83.0,63.41463414634146,False,,,
amazon,llama,Carcassonne Board Game,80.0,71.42857142857143,True,Carcassonne 2nd Edition + 2 Mini Expansions The River & Abbot | Bundle Board Game Standard 2 - 5 Players 35 Minutes,B082T45NX5,Q2
amazon,mistral,Star Wars The Black Series: Boba Fett 6-inch Action Figure,87.0,92.72727272727272,True,Star Wars The Black Series #06 Boba Fett (ESB) 6 Inch Figure,B00F4TY242,Q1
amazon,gpt-oss,Catan (Settlers of Catan),88.0,77.27272727272727,True,The Settlers of Catan,B000W7JWUA,Q1
amazon,llama,Redcat Racing Everest-10 1/10 Scale RC Rock Crawler,80.0,81.41592920353982,True,"Redcat Racing Everest-10 Electric Rock Crawler with Waterproof Electronics, 2.4Ghz Radio Control (1/10 Scale), Red",B00O9MTP06,Q1
amazon,gpt-oss,Metal Polyhedral RPG Dice Set – 7-Piece Titanium Finish,80.0,70.37037037037037,False,,,
amazon,gpt-oss,Hape Wooden Kitchen Play Set – Eco-Friendly Pretend Play for Toddlers,78.0,79.71014492753623,True,"Hape Play Kitchen for Toddlers - Kids Kitchen Playsets for Pretend Play, Wooden Toys Kitchen Playset w/ 13 Toy Kitchen Accessories",B01HIS1GS6,Q1
amazon,claude,Crayola Washable Kids Paint Set,68.0,95.0,True,CYO541205 - Crayola Crayola Washable Kids Paint Set,B00DD2G0FQ,Q1
amazon,llama,Play-Doh Modeling Compound 20-Pack of Assorted Colors,83.0,75.55555555555556,False,,,
amazon,claude,Mattel Disney Princess Moana Fashion Doll,65.0,86.74698795180723,False,,,
amazon,llama,Funko POP Games: Overwatch D.Va Toy Figures,83.0,95.0,True,Funko Pop! Games: Overwatch - D.Va,B082H4BV73,Q1
amazon,llama,EXOTEK RACING LLC HD Rear Hub Carriers,82.0,74.28571428571429,False,,,
amazon,mistral,Klutz Sew Your Own Unicorn Pillow Craft Kit,88.0,94.5054945054945,False,,,
amazon,llama,Funko POP! Marvel: Spider-Man,87.0,95.0,True,Funko POP! Marvel 4 Inch Vinyl Bobble Head Figure - Spider Man,B004R7PWBO,Q1
amazon,gpt-oss,Twilight Imperium 4th Edition,88.0,95.0,True,Twilight Imperium 4th Edition | Strategy Board Game for Adults and Teens | Adventure Game | Ages 14 and up | 3-6 Players | Average Playtime 4-8 Hours | Made by Fantasy Flight Games,B074YPSTRP,Q1
amazon,mistral,Lumenier AXII 2 5.8GHz FPV Antenna (SMA) - RHCP,91.0,86.41975308641976,False,,,
amazon,gpt-oss,Play-Doh Fun Factory Set,90.0,95.0,True,Play-Doh Fun Factory Deluxe Set,B000ZZV22U,Q1
amazon,llama,Funko POP Movies: Lord of The Rings - Gandalf Collectible Figure,87.0,92.56198347107438,True,Funko POP Movies The Lord of The Rings Gandalf Action Figure,B06XGG6PLW,Q1
amazon,llama,Barbie Dreamhouse,87.0,100.0,True,Barbie Dreamhouse,B00WU39GZU,Q1
amazon,mistral,Mattel Disney Frozen 2 Anna Fashion Doll,88.0,97.43589743589745,False,,,
amazon,mistral,INJORA RC Tires 2.2inch Mudslinger Tires Set for 1/10 RC Crawler SCX10,87.0,68.50828729281768,False,,,
amazon,llama,"RC Rock Crawler Tires 1.9""",78.0,68.65671641791045,True,INJORA 1.9 Crawler Tires RC Rock Terrain Tire for 1/10 RC Crawler TRX-4 Axial SCX10 90046 SCX10 III AXI03007 Tamiya CC01 D90 D110,B08MVYLXHV,Q1
amazon,gpt-oss,Radiomaster TX16S Multi-Protocol 2.4GHz Radio Transmitter,78.0,68.78980891719746,True,RotorLogic RadioMaster TX16S 16CH Radio Transmitter Multi-Protocol OpenTX Hall Gimbals Remote Controller(Mode 2) (Includes 2 18650 Batteries),B08FFBGT8L,Q4
amazon,gpt-oss,Fisher-Price Little People Disney Princess Castle Playset,92.0,87.60330578512396,True,Fisher-Price Disney Princess Toddler Toy Little People Play & Go Castle Portable Playset with Ariel & Cinderella Figures for Ages 18+ Months,B0C5JC3GCJ,Q1
amazon,gpt-oss,VTech Kidizoom Camera Accessory Pack – Photo Frames & Clip‑On Lens,78.0,59.45945945945945,False,,,
amazon,claude,LEGO Star Wars Death Star 75159 Building Kit,82.0,87.64044943820225,True,LEGO Star Wars Death Star 75159 Space Station Building Kit with Star Wars Minifigures for Kids and Adults (4016 Pieces),B01KOQ9AAK,Q1
amazon,llama,Magna-Tiles Clear Colors 100-Piece Set,76.0,95.0,True,"MAGNA-TILES Classic 100-Piece Magnetic Construction Set, The ORIGINAL Magnetic Building Brand",B000CBSNRY,Q1
amazon,gpt-oss,LeapFrog LeapStart Interactive Learning System – Early Reader & Math,80.0,81.73913043478261,True,"LeapFrog LeapStart Interactive Learning System, Pink",B08B48ZVZ1,Q1
amazon,gpt-oss,LEGO Duplo Creative Brick Box – Large Building Set for Ages 2-5,94.0,68.5185185185185,False,,,
amazon,llama,Novi Stars Dolls,60.0,71.42857142857143,False,,,
amazon,claude,Klutz Friendship Bracelets Book Kit,57.0,74.28571428571429,True,"Klutz Friendship Bracelets Craft Kit Multicolored, 10.5"" Length x 0.69"" Width x 9"" Height",B08TCWPBKR,Q1
amazon,claude,Diatone Mamba F405 MK2 Betaflight Flight Controller F40 40A 3-6S DSHOT600 FPV Racing Stack,78.0,81.15942028985508,True,Diatone Mamba F405 MK2 Betaflight Flight Controller and F40 40A 3-6S DSHOT600 FPV Racing Brushless ESC - No 3.3V Output,B07N8SY36Y,Q2
amazon,llama,Schleich Horse Figurines,79.0,73.6842105263158,False,,,
amazon,llama,Transformers Masterpiece Movie Series MPM-8 Bumblebee,83.0,79.38931297709924,True,"Transformers Masterpiece 12"" Action Figure Movie Series - Megatron Mpm-8",B07NKGRBJC,Q1
amazon,gpt-oss,Codenames,92.0,53.84615384615385,True,CGE Czech Games Edition Codenames Boardgame,B014Q1XX9S,Q1
amazon,mistral,Funko Pop! Rocks: Metallica - James Hetfield,95.0,95.0,True,Funko Pop! Rocks: Metallica - James Hetfield Collectible Figure,B072KL77LR,Q1
amazon,claude,Through the Ages: A New Story of Civilization,70.0,95.0,True,Czech Games Through The Ages: A New Story of Civilization,B0189GVT5Q,Q1
amazon,claude,E-TING Miniature Dollhouse Kitchen Accessories Playset,74.0,80.0,False,,,
amazon,claude,Funko POP Games: Borderlands Tiny Tina Action Figure,79.0,100.0,True,Funko POP Games Borderlands Tiny Tina Action Figure,B06XGFL3CG,Q1
amazon,llama,Kapla Blocks 200 Piece Set,88.0,77.55102040816327,True,KAPLA Wooden Construction kit 200 Bricks,B0007KLH1Y,Q1
amazon,claude,Barbie Ken Doll with Fashions and Accessories,70.0,89.1566265060241,True,"Barbie Fashions Doll Clothes and Accessories Set, 2-Pack for Barbie and Ken Dolls with 2 Complete Outfits",B0C7WPZRGL,Q1
amazon,claude,DC Deck-Building Game Crossover Pack 1: The Flash,82.0,77.41935483870968,False,,,
amazon,mistral,Anki OVERDRIVE Starter Kit - Smart Robot Car Racing Game,88.0,82.35294117647058,False,,,
amazon,llama,Crayola Ultimate Light Board Drawing Tablet,76.0,70.27027027027026,True,"Crayola Ultimate Light Board - Blue, Drawing Tablet & Tracing Pad, Kids Toys, Gifts For Boys & Girls, Ages 6+ [Amazon Exclusive]",B0C9K2SMBZ,Q1
amazon,gpt-oss,LEGO Star Wars 75348 The Child (Grogu) & The Mandalorian,90.0,80.45977011494253,True,"LEGO Star Wars Mandalorian Fang Fighter vs. TIE Interceptor 75348 Building Toy Set, Perfect Star Wars Gift for Fans Aged 9 and Up; with 3 Characters Including The Mandalorian",B0BNWBLCLS,Q4
amazon,llama,Barbie Dreamhouse Furniture,76.0,85.71428571428572,True,Barbie Dreamhouse Furntiture Giftset,B01LYQHG7Y,Q3
amazon,llama,PlanToys Drum Set,80.0,70.27027027027026,False,,,
amazon,llama,"Click N' Play Remote Control Army Tank, 1:16 Scale, 2.4Ghz",76.0,66.66666666666667,False,,,
amazon,gpt-oss,Disney Princess Dress‑Up Costume Set – Ariel & Belle,73.0,74.78260869565217,False,,,
amazon,llama,EMAX Magnum Tower System,77.0,80.0,True,EMAX Modular Magnum Tower System for FPV Racing Betaflight,B0739PLMGV,Q4
amazon,gpt-oss,LEGO Harry Potter Diagon Alley 75978,88.0,95.0,True,LEGO Harry Potter Diagon Alley 75978 Modular 5544 Piece Set,B08HKYNPDC,Q2
amazon,mistral,"National Geographic Kids Why?: Over 1,111 Answers to Everything",83.0,67.28971962616824,False,,,
amazon,llama,Calico Critters Master Bedroom Set,82.0,100.0,True,Calico Critters: Master Bedroom Set,B00004U324,Q3
amazon,gpt-oss,Pokémon TCG Battle Deck – Shining Fates (Charizard),68.0,77.06422018348624,False,,,
amazon,claude,Pokemon Trading Card Game: Sword & Shield Booster Pack,82.0,82.35294117647058,False,,,
amazon,claude,LOL Surprise OMG Fashion Doll - Assorted Styles with Multiple Surprises and Accessories,82.0,69.6078431372549,False,,,
amazon,mistral,Terraforming Mars: Colonies Expansion,83.0,64.61538461538461,True,"Stronghold Games Terraforming Mars The Colonies, Strategy Board Game",B07JJYYZKD,Q1
amazon,gpt-oss,Funko Pop! Keychain: Spider-Man – Collectible Mini Figure,75.0,81.55339805825243,False,,,
amazon,llama,LEGO Creator Expert Carousel,91.0,95.0,True,LEGO Creator Expert Carousel 10257 Building Kit (2670 Pieces),B071NT3DST,Q1
amazon,claude,Traxxas 2056 High-Torque Waterproof Servo Metal Gear for Stampede Rustler Bandit,63.0,95.0,True,Traxxas 2056 High-Torque Waterproof Servo,B00ERU9TQK,Q3
amazon,mistral,Hape Pound & Tap Bench with Slide Out Xylophone | Award Winning Durable Wooden Musical Pounding Toy,90.0,70.4225352112676,False,,,
amazon,claude,LEGO DUPLO Classic Brick Box 10913 First DUPLO Set with Storage Box,72.0,60.71428571428572,True,"LEGO DUPLO Classic Brick Box Building Set 10913 - Features Storage Organizer, Toy Car, Number Bricks, Build, Learn, and Play, Great Gift Playset for Toddlers, Boys, and Girls Ages 18+ Months",B07WJJF8PB,Q1
amazon,mistral,Traxxas 3769R Anodized Blue Aluminum Shock Bumpers (Set of 4),80.0,81.13207547169812,False,,,
amazon,gpt-oss,Ultra PRO Star Wars Themed Card Playmat,68.0,70.73170731707317,False,,,
amazon,claude,Rubik's Cube 3x3,82.0,85.71428571428572,True,"Rubik's Cube, The Original 3x3 Cube 3D Puzzle Fidget Cube Stress Relief Fidget Toy Brain Teasers Travel Games, for Adults and Kids Ages 8 and up",B0C63SM4FM,Q1
amazon,llama,"National Geographic Kids Microscope Set - 20 Pieces, Includes Prepared Slides, Learning Guide and More",82.0,62.04379562043796,True,National Geographic 48 Piece Microscope Set,B003RWYU9K,Q4
amazon,claude,"Traxxas 3776 Aluminum Rear Axle Shafts, Blue-Anodized",65.0,86.5979381443299,False,,,
amazon,claude,Crayola Ultimate Light Board Drawing Tablet,68.0,70.27027027027026,True,"Crayola Ultimate Light Board - Blue, Drawing Tablet & Tracing Pad, Kids Toys, Gifts For Boys & Girls, Ages 6+ [Amazon Exclusive]",B0C9K2SMBZ,Q1
amazon,mistral,"Mould King 13105 Robot Building Blocks Set, Transformable Mecha Model Construction Toy for Adults and Kids (1500 Pieces)",83.0,68.0327868852459,False,,,
amazon,claude,Blippi Explore & Learn Meow-Meow the Cat,70.0,62.7906976744186,False,,,
amazon,llama,Pokémon TCG: Booster Pack,87.0,78.43137254901961,False,,,
amazon,claude,"NECA King Kong - 8"" Clothed Action Figure - 1933 King Kong",67.0,70.9090909090909,False,,,
amazon,llama,Uno Classic Card Game,74.0,95.0,True,Mattel Games UNO: Classic Card Game,B00GTJSGXE,Q1
amazon,mistral,Little Tikes EasyScore Basketball Set,82.0,100.0,True,Little Tikes EasyScore Basketball Set,B00000J4I6,Q1
amazon,mistral,Funko Pop! Harry Potter: Hermione Granger with Time Turner,88.0,89.60000000000001,True,Funko Pop Movies Harry Potter-Hermione with Time Turner Toy,B09BC2C7C5,Q1
amazon,llama,Play-Doh Modeling Compound 10-Pack,78.0,81.81818181818181,False,,,
amazon,llama,Funko Pop! Disney: Pixar - Toy Story - Buzz Lightyear,78.0,90.32258064516128,True,"Funko Pop! Disney: Toy Story 4 - Buzz Lightyear, Multicolor, Standard",B07ZPC4H9D,Q1
amazon,claude,Original Stationery Unicorn Slime Kit,68.0,69.44444444444444,True,"Original Stationery Unicorn Slime Kit, Slime Kit for Girls 10-12 to Make Amazing Unicorn Slime for Girls and Glow in The Dark Unicorn Slime for Kids",B0B984DM66,Q1
amazon,gpt-oss,Melissa & Doug Wooden Alphabet Puzzle – Montessori Learning,85.0,74.46808510638299,True,Melissa & Doug Alphabet Art Wooden Puzzle (26 pcs),B00000JBLD,Q2
amazon,claude,Transformers Generations Combiner Wars Leader Class Devastator,80.0,83.60655737704919,False,,,
amazon,claude,Melissa & Doug Wooden Advent Calendar with 25 Magnetic Pieces,68.0,73.94957983193278,True,"Melissa & Doug Countdown to Christmas Wooden Advent Calendar - Magnetic Tree, 25 Magnets , Orange",B087P21XYJ,Q1
amazon,mistral,Funko Pop! Disney: The Nightmare Before Christmas - Jack Skellington Collectible Figure,94.0,95.0,True,Funko POP! - The Nightmare Before Christmas - Jack Skellington,B0B3Y1WRV6,Q4
amazon,llama,Codenames Board Game,80.0,76.92307692307692,True,CGE Czech Games Edition Codenames Boardgame,B014Q1XX9S,Q1
amazon,llama,Magic the Gathering: MTG Ravnica Allegiance Theme Deck,79.0,82.82828282828282,False,,,
amazon,gpt-oss,LEGO Disney Princess Ariel's Undersea Palace,85.0,100.0,True,LEGO Disney Princess Ariel's Undersea Palace,B00NHQGALC,Q1
amazon,gpt-oss,Yu-Gi-Oh! – Pot of Prosperity,85.0,61.81818181818181,False,,,
amazon,gpt-oss,National Geographic Kids Science Lab Kit – Experiments for Ages 6‑10,60.0,74.01574803149606,False,,,
amazon,mistral,LeapFrog Scribble and Write Tablet,87.0,100.0,True,LeapFrog Scribble and Write Tablet,B00DCWM1IM,Q1
amazon,llama,Hasbro Transformers Generations Selects,95.0,82.35294117647058,False,,,
amazon,llama,LEGO Star Wars Death Star,83.0,100.0,True,LEGO Star Wars Death Star 75159 Space Station Building Kit with Star Wars Minifigures for Kids and Adults (4016 Pieces),B01KOQ9AAK,Q1
amazon,llama,Play-Doh Modeling Compound 20-Pack,82.0,81.81818181818181,False,,,
amazon,mistral,LEGO DUPLO Town Truck & Tracked Excavator 10931 Building Kit (26 Piece),81.0,72.0,True,"LEGO DUPLO Town Truck & Tracked Excavator Construction Vehicle 10931 Toy for Toddlers 2-4 Years Old Girls & Boys, Fine Motor Skills Development and Learning Toy",B0858LSYY1,Q1
amazon,gpt-oss,LEGO DUPLO Creative Brick Box – 105 Pieces,84.0,78.26086956521739,False,,,
amazon,claude,Melissa & Doug Wooden Building Blocks Set,68.0,80.0,True,Melissa & Doug Wooden Building Block Set - 200 Blocks in 4 Colors & 9 Shapes,B08NGHF4ST,Q1
amazon,llama,K'NEX Thrills Roller Coaster Building Set,91.0,79.56989247311827,False,,,
amazon,mistral,VTech KidiBeats Kids Drum Set,88.0,89.65517241379311,True,"VTech KidiBeats Drum Set, Pink",B0C5DXDNQ6,Q1
amazon,mistral,"Barbie Dreamhouse Playset with 70+ Accessories, Elevator, Pool, and Lights",92.0,68.61313868613139,True,"Barbie DreamHouse, Doll House Playset with 75+ Furniture & Accessories, 10 Play Areas, Lights & Sounds, Wheelchair-Accessible Elevator",B0C87LKLLC,Q1
amazon,claude,Ravensburger Escape Puzzle Sunken Treasure 759 Piece Jigsaw Puzzle for Kids and Adults Ages 12 and Up - an Escape Room Experience in Puzzle Form,88.0,94.9640287769784,False,,,
amazon,mistral,Barbie Fashionistas Doll #171 with Wheelchair,81.0,77.10843373493977,False,,,
amazon,llama,Runewars: The Uthuk Yllan,83.0,71.11111111111111,True,Runewars: Uthuk Y'llan,B075883V2Q,Q2
amazon,gpt-oss,Hape Wooden Kitchen Play Set for Toddlers,85.0,72.52747252747253,False,,,
amazon,gpt-oss,Nerf Rival Elite Disruptor Blaster,87.0,73.80952380952381,True,NERF N-Strike Elite Disruptor,B09SQ445LJ,Q2
amazon,mistral,Magic: the Gathering - Abrupt Decay (152) - Return to Ravnica,88.0,86.23853211009174,False,,,
amazon,mistral,Melissa & Doug Wooden Railway Set - 130+ Pieces,84.0,95.0,True,Melissa & Doug Deluxe Wooden Railway Train Set (130+ pcs),B000FIN2E8,Q1
amazon,mistral,Ravensburger Vincent van Gogh: Sunflowers 1000 Piece Jigsaw Puzzle,86.0,79.64601769911505,False,,,
amazon,gpt-oss,Melissa & Doug Wooden Animal Puzzle Set – 24‑Piece Farm Animals,80.0,82.35294117647058,True,Melissa & Doug Animals Wooden Jigsaw Puzzle Sets - Pets and Farm (24 pcs each),B01DU1CEQS,Q1
amazon,mistral,Funko POP Marvel: Avengers 2-Hulk Action Figure,89.0,95.45454545454544,True,Funko Marvel: Avengers 2 - Hulk Action Figure,B00SUSUDCO,Q1
amazon,claude,Melissa & Doug Pretend Play Cash Register,71.0,80.0,True,Melissa & Doug Cash Register,B079VPVPCJ,Q1
amazon,claude,Tamiya 54612 RC OP.1612 TT-02 Aluminum Motor Heat Sink,65.0,69.84126984126983,True,Aluminum Alloy Upgrade Motor Mount Heat Sink for Tamiya 1/10 TT02,B071NLNR5V,Q3
amazon,claude,Intex Jump-O-Lene Transparent Ring Bouncer,76.0,98.79518072289156,True,Intex Jump O Lene Transparent Ring Bounce,B005B2EZ8K,Q3
amazon,llama,Crayola Ultimate Light Board,64.0,76.36363636363637,True,"Crayola Ultimate Light Board - Blue, Drawing Tablet & Tracing Pad, Kids Toys, Gifts For Boys & Girls, Ages 6+ [Amazon Exclusive]",B0C9K2SMBZ,Q1
amazon,llama,Transformers Robots in Disguise 3-Step Changers Bumblebee Figure,82.0,98.4375,False,,,
amazon,llama,LOL Surprise OMG Fashion Doll,85.0,70.96774193548387,False,,,
amazon,gpt-oss,"Crayola Colored Pencils, 12 Count",75.0,100.0,True,"Crayola Colored Pencils, 12 Count",B0BTKJ1NM4,Q1
amazon,llama,Ceaco 1000 Piece Jigsaw Puzzle - Jane Wooster Scott - Country Charm,76.0,85.0,False,,,
amazon,gpt-oss,Play‑Doh Disney Princess Frozen Ice Castle Set,85.0,78.48101265822784,False,,,
amazon,llama,Magna-Tiles Clear Colors 100-Piece Set,80.0,95.0,True,3 Years & Up - Magna-Tiles Clear Colors 100 Piece Set,B00A8Q0NOY,Q4
amazon,claude,"Realistic Giant Shark Plush Stuffed Animal Toy, Large Marine Life Plush",78.0,79.71014492753623,True,"JESONN® Realistic Giant Stuffed Marine Animals Toys Soft Plush Great Shark,33.5"" or 85CM,1PC",B01BRCK7KC,Q1
amazon,gpt-oss,Crayola Light-up Tracing Pad – 2-in-1 Drawing Tablet,75.0,70.70707070707071,True,"Crayola Light Up Tracing Pad - Blue, Drawing Projector for Kids, Kids Toys, Tracing Light Box, Gift for Boys and Girls, Ages 6+.",B0C8L57BG8,Q1
amazon,gpt-oss,LED Light Bar Kit for 1/10 Scale RC Crawler,74.0,72.5,True,7 LED Light Bar Bright Lamp for 1/10 RC Crawler Truck Remote Control Accessory,B07BP11F98,Q3
amazon,claude,Ghostbusters Hasbro Plasma Series Egon Spengler Toy 6-Inch-Scale Collectible Afterlife Figure with Accessories,85.0,83.89830508474576,False,,,
amazon,mistral,LEGO Friends Heartlake City Organic Café 41728 Building Toy Set,89.0,74.3801652892562,True,"LEGO Friends Heartlake Downtown Diner 41728 Building Toy - Restaurant Pretend Playset with Food, Includes Mini-Dolls Liann, Aliya, and Charli, Birthday Gift Toy Set for Boys and Girls Ages 6+",B0BBSR6KLG,Q4
amazon,mistral,Codenames: Deep Undercover - Adult Party Game,79.0,74.62686567164178,True,Codenames Deep Undercover,B01JDCD7EQ,Q1
amazon,llama,LEGO Ideas NASA Apollo Saturn V,79.0,95.0,True,"LEGO Ideas NASA Apollo Saturn V 92176 Outer Space Model Rocket for Kids and Adults, Science Building Kit (1969 Pieces)",B071G3QMS2,Q1
amazon,mistral,YU-GI-OH! - Blackwing - Gale the Whirlwind (HA01-EN001) - Hidden Arsenal - 1st Edition - Super Rare,83.0,78.98089171974523,True,"Yu-Gi-Oh! - Blizzed, Defender of The Ice Barrier (HA01-EN001) - Hidden Arsenal - Unlimited Edition - Secret Rare",B0062DU770,Q4
amazon,llama,Funko POP Marvel: Spider-Man,81.0,95.0,True,Funko POP! Marvel 4 Inch Vinyl Bobble Head Figure - Spider Man,B004R7PWBO,Q1
amazon,mistral,Toddler Play Kitchen Set with Realistic Accessories,85.0,72.16494845360825,False,,,
amazon,llama,ThinkFun Gravity Maze,85.0,58.82352941176471,True,ThinkFun Gravity Maze Marble Run Brain Game and STEM Toy for Boys and Girls Age 8 and Up: Toy of the Year Award Winner,B00IUAAK2A,Q1
amazon,mistral,Melissa & Doug Wooden Building Blocks Set - 100 Blocks in 4 Colors and 9 Shapes,89.0,97.98657718120806,False,,,
amazon,mistral,"NECA Pacific Rim Series 1 ""Gipsy Danger"" Jaeger Action Figure (7"" Scale)",88.0,87.14285714285714,True,"NECA Series 1 Pacific Rim Gipsy Danger 7"" Deluxe Action Figure",B00BJT0PCY,Q1
amazon,claude,Mega Construx Halo Warthog Run Building Set,80.0,83.9506172839506,False,,,
amazon,gpt-oss,Melissa & Doug Wooden Railway Set,65.0,82.66666666666667,True,"Melissa & Doug Wooden Railway Set, 130 Pieces - Wooden Train Set for Toddlers Ages 3+",B08NGK89CL,Q1
amazon,mistral,L.O.L. Surprise! O.M.G. Fashion Dolls with 20+ Surprises,90.0,94.44444444444444,False,,,
amazon,claude,"Kinetic Sand, 6lbs Beach Sand for Kids",65.0,74.69879518072288,False,,,
amazon,claude,Spot It! Classic Card Game,74.0,77.55102040816327,True,Spot It! Classic Card Game | Game for Kids | Age 6+ | 2 to 8 Players | Average Playtime 15 Minutes | Purple and Yellow Packaging | Made by Zygomatic,B0B9MFPT37,Q1
amazon,llama,Pandemic Board Game,82.0,76.0,True,Pandemic Board Game (Base Game) | Family Board Game | Board Game for Adults and Family | Cooperative Board Game | Ages 8+ | 2 to 4 players | Average Playtime 45 minutes | Made by Z-Man Games,B00A2HD40E,Q1
amazon,llama,Axial SCX10 II 1/10 Scale 4WD Rock Crawler,83.0,70.45454545454545,False,,,
amazon,mistral,Green Toys Ferry Boat with Mini Cars - Eco-Friendly Toy for Bath or Outdoor Play,92.0,67.12328767123287,True,"Green Toys Ferry Boat with Mini Cars Bathtub Toy, Blue/White, Standard",B07RBD3HXB,Q1
amazon,llama,Hobbypark Stainless Steel Steering Linkage,76.0,68.29268292682926,False,,,
amazon,mistral,Yu-Gi-Oh! - Elemental Hero Wildheart (LCGX-EN050) - Legendary Collection 2 - 1st Edition - Rare,90.0,90.05847953216374,False,,,
amazon,gpt-oss,Kano Computer Kit – Build a PC & Learn to Code,76.0,66.66666666666667,True,Kano Computer Kit – A Computer Anyone Can Make,B073VTCS66,Q1
amazon,mistral,Funko Pop! Disney: The Nightmare Before Christmas - Sally Collectible Figure,95.0,95.0,True,Nightmare Before Christmas Sally Disney Pop! Vinyl Figure,B0075CPPYM,Q1
amazon,mistral,LEGO Disney Princess Ariel’s Celebration Boat (43191),78.0,75.0,True,"LEGO Disney Ariel’s Celebration Boat 43191; Creative Building Kit That Makes a Fun Gift for Kids, New 2021 (114 Pieces)",B08HVZR9GJ,Q1
amazon,llama,Funko Pop! Marvel: Spider-Man - Spider-Man,87.0,86.36363636363636,False,,,
amazon,llama,K'NEX Thrills Roller Coaster Building Set,77.0,79.56989247311827,False,,,
amazon,llama,Schleich Dinosaur Figure Playset,77.0,76.47058823529412,False,,,
amazon,mistral,Barbie Loves Pop Culture: Star Wars Princess Leia and Han Solo Gift Set,87.0,69.79865771812081,False,,,
amazon,claude,"Shopkins Season 6, 12-Pack",85.0,100.0,True,"Shopkins Season 6, 12-Pack",B01CEFE54A,Q1
amazon,gpt-oss,Star Wars Force Link Grogu (The Child) Figure,88.0,79.45205479452055,False,,,
amazon,claude,Melissa & Doug Disney Princess Wooden Magnetic Dress-Up Doll,75.0,82.70676691729324,False,,,
amazon,claude,Arkham Horror The Card Game,74.0,80.0,True,Fantasy Flight Games Arkham Horror The Card Game Revised Core Set | Horror / Mystery / Cooperative Games for Adults and Teens Ages 14+ | 1-4 Players | Avg. Playtime 1-2 Hours | Made,B0999D3P8S,Q2
amazon,mistral,Crayola Inspiration Art Case Coloring Set (64-Count),82.0,72.0,True,"Crayola Inspiration Art Case, Art Set, Gifts for Kids, Age 4, 5, 6, 7 (Styles May Vary), includes 64 Crayons, 20 Short Colored Pencils, 40 Washable Markers and 15 Paper Sheets",B07R7WSPGF,Q1
amazon,llama,Crayola Ultimate Light Board Drawing Tablet,79.0,70.27027027027026,True,"Crayola Ultimate Light Board - Blue, Drawing Tablet & Tracing Pad, Kids Toys, Gifts For Boys & Girls, Ages 6+ [Amazon Exclusive]",B0C9K2SMBZ,Q1
amazon,claude,Barbie Estate Pool to Patio Playset,78.0,67.6923076923077,False,,,
amazon,gpt-oss,Melissa & Doug Wooden Railway Set – 30 Pieces,77.0,81.72043010752688,False,,,
amazon,mistral,Barbie Dreamtopia Rainbow Cove Princess Castle Playset,82.0,77.27272727272727,True,Barbie Rainbow Cove Castle Playset,B01ARGBN84,Q1
amazon,claude,"Barbie Signature Looks Doll (Tall, Brunette) Fully Posable Fashion Doll Wearing Colorful Dress for Collectors",78.0,83.17757009345794,False,,,
amazon,llama,1/12 Scale Miniatures Dollhouse Food and Dishes,80.0,75.24752475247524,False,,,
amazon,gpt-oss,Funko POP Marvel: Black Widow (Winter Soldier) Vinyl Figure,84.0,76.27118644067797,False,,,
amazon,llama,Peppa Pig Deluxe House Playset,85.0,88.88888888888889,True,Peppa Pig's Deluxe House,B007J3FB3M,Q1
amazon,llama,DC Comics Batman: Arkham Knight Batmobile,76.0,79.01234567901234,False,,,
amazon,llama,Vtech Kidizoom Smartwatch,82.0,89.28571428571429,True,"VTech Kidizoom Smartwatch, White",B00KS11FFK,Q1
amazon,llama,Play-Doh Modeling Compound 20-Pack,82.0,81.81818181818181,False,,,
